DescripcionCIAN,ActividadBMXID,DescripcionBMX
DISEÑO INDUSTRIAL,,
DISEÑO GRAFICO,,
DISEÑO DE MODAS Y OTROS DISEÑOS ESPECIALIZADOS,,
SERVICIOS DE CONSULTORIA EN COMPUTACION,8421018,SERVICIOS DE ANALISIS DE SISTEMAS Y PROCESAMIENTO ELECTRONICO DE DATOS
SERVICIOS DE CONSULTORIA EN ADMINISTRACION,,
SERVICIOS DE CONSULTORIA EN MEDIO AMBIENTE,,
OTROS SERVICIOS DE CONSULTORIA CIENTIFICA Y TECNICA,,
"SERVICIOS DE INVESTIGACION Y DESARROLLO EN CIENCIAS FISICAS, DE LA VIDA E INGENIERIA",,
SERVICIOS DE INVESTIGACION Y DESARROLLO EN CIENCIAS SOCIALES Y HUMANIDADES,,
AGENCIAS DE PUBLICIDAD,8422016,AGENCIA DE PUBLICIDAD
AGENCIAS DE RELACIONES PUBLICAS,,
AGENCIAS DE COMPRA DE MEDIOS A PETICION DEL CLIENTE,6627014,COMPRA DE ARTICULOS SANITARIOS
AGENCIAS DE REPRESENTACION DE MEDIOS,9919012160,SERVICIOS DE OFICINAS Y REPRESENTACIONES DE OTROS PAISES QUE GOZAN  DE EXTRATERRITORIALIDAD
AGENCIAS DE ANUNCIOS PUBLICITARIOS,8829048,PROMOCION DE ESPECTACULOS DEPORTIVOS
AGENCIAS DE PUBLICIDAD QUE OPERAN POR CORREO DIRECTO,,
DISTRIBUCION DE MATERIAL PUBLICITARIO,,
OTROS SERVICIOS DE PUBLICIDAD,,
SERVICIOS DE INVESTIGACION DE MERCADOS Y ENCUESTAS DE OPINION PUBLICA,8419013250,SERVICIO DE INVESTIGACION DE MERCADO
SERVICIOS DE FOTOGRAFIA,8941016,ESTUDIO FOTOGRAFICO
SERVICIOS DE FOTOGRAFIA,6229018170,COMPRA VENTA DE ARTICULOS FOTOGRAFICOS Y CINEMATOGRAFICOS
SERVICIOS DE TRADUCCION E INTERPRETACION,,
SERVICIOS VETERINARIOS,9231010260,SERVICIOS VETERINARIOS EN CLINICAS Y CONSULTORIOS
SERVICIOS VETERINARIOS,6993019,COMPRAVENTA DE PRODUCTOS VETERINARIOS Y OTROS ARTICULOS PARA EL CUIDADO DE LOS ANIMALES
"OTROS SERVICIOS PROFESIONALES, CIENTIFICOS Y TECNICOS",9191016,SERVICIOS DE INVESTIGACION CIENTIFICA
"OTROS SERVICIOS PROFESIONALES, CIENTIFICOS Y TECNICOS",8949903160,EMPLEADO DEL SECTOR SERVICIOS
"OTROS SERVICIOS PROFESIONALES, CIENTIFICOS Y TECNICOS",8949888163,JUBILADO
"OTROS SERVICIOS PROFESIONALES, CIENTIFICOS Y TECNICOS",8943012,AGENCIA DE INHUMACIONES
"OTROS SERVICIOS PROFESIONALES, CIENTIFICOS Y TECNICOS",8429012,PRESTACION DE OTROS SERVICIOS TECNICOS
"OTROS SERVICIOS PROFESIONALES, CIENTIFICOS Y TECNICOS",8415011251,PROFESIONISTA INDEPENDIENTE
"OTROS SERVICIOS PROFESIONALES, CIENTIFICOS Y TECNICOS",8415011,DESPACHO DE OTROS PROFESIONISTAS
DIRECCION DE CORPORATIVOS Y EMPRESAS,,
SERVICIOS DE ADMINISTRACION DE NEGOCIOS,7414014,ADMINISTRACION DE CENTRALES CAMIONERAS Y SERVICIOS AUXILIARES
SERVICIOS COMBINADOS DE APOYO EN INSTALACIONES,,
AGENCIAS DE COLOCACION,8428014,SERVICIOS DE AGENCIAS DE COLOCACION Y SELECCION DE PERSONAL
AGENCIAS DE EMPLEO TEMPORAL,,
SUMINISTRO DE PERSONAL PERMANENTE,,
SERVICIOS DE PREPARACION DE DOCUMENTOS,,
"SERVICIOS DE CASETAS TELEFONICAS, RECEPCION DE LLAMADAS Y PROMOCION POR TELEFONO",7611016,EMPRESA DE TELEFONOS
"SERVICIOS DE CASETAS TELEFONICAS, RECEPCION DE LLAMADAS Y PROMOCION POR TELEFONO",4123014100,CONSTRUCCION E INSTALACION DE LINEAS TELEFONICAS TORRES EMISORAS DE RADIO Y TELEVISION Y OTRAS OBRAS SIMILARES
"SERVICIOS DE FOTOCOPIADO, FAX Y AFINES",8425010250,SERVICIOS DE COPIAS FOTOSTATICAS XEROGRAFICAS Y SIMILARES
"SERVICIOS DE FOTOCOPIADO, FAX Y AFINES",2921048,FOTOCOPIADO
AGENCIAS DE COBRANZA,8424012250,SERVICIOS ADMINISTRATIVOS DE TRAMITE Y COBRANZA INCLUSO ESCRITORIOS PUBLICOS
DESPACHOS DE INVESTIGACION DE SOLVENCIA FINANCIERA,,
OTROS SERVICIOS DE APOYO SECRETARIAL Y SIMILARES,,
AGENCIAS DE VIAJES,8613011,CAMPOS DE TURISMO
AGENCIAS DE VIAJES,7512016121,AGENCIA DE TURISMO (GOBIERNO)
AGENCIAS DE VIAJES,7512016,AGENCIA DE TURISMO
ORGANIZACION DE EXCURSIONES Y PAQUETES TURISTICOS PARA AGENCIAS DE VIAJES,8723026,USUARIOS MENORES TURISMO
OTROS SERVICIOS DE RESERVACIONES,8521016,SALON DE FIESTAS
"SERVICIOS DE INVESTIGACION Y DE PROTECCION Y CUSTODIA, EXCEPTO MEDIANTE MONITOREO",,
SERVICIOS DE PROTECCION Y CUSTODIA MEDIANTE EL MONITOREO DE SISTEMAS DE SEGURIDAD,8429038,EMPRESAS DE SEGURIDAD PRIVADA
SERVICIOS DE CONTROL Y EXTERMINACION DE PLAGAS,,
SERVICIOS DE LIMPIEZA DE INMUEBLES,,
SERVICIOS DE INSTALACION Y MANTENIMIENTO DE AREAS VERDES,,
"SERVICIOS DE LIMPIEZA DE TAPICERIA, ALFOMBRAS Y MUEBLES",8924012,TALLER DE TAPICERIA
"SERVICIOS DE LIMPIEZA DE TAPICERIA, ALFOMBRAS Y MUEBLES",6629028170,COMPRA VENTA DE TAPICES
OTROS SERVICIOS DE LIMPIEZA,8936017250,SERVICIOS DE FUMIGACION
OTROS SERVICIOS DE LIMPIEZA,8935019,EMPRESA DE SERVICIO DE LIMPIEZA
OTROS SERVICIOS DE LIMPIEZA,2529016,FABRICACION DE CEPILLOS Y PLUMEROS
OTROS SERVICIOS DE LIMPIEZA,2394021,FABRICACION DE BORRAS Y ESTOPAS
SERVICIOS DE EMPACADO Y ETIQUETADO,2099019,EMPACADORA DE ESPECIAS
SERVICIOS DE EMPACADO Y ETIQUETADO,2027010,EMPACADORA DE TE
SERVICIOS DE EMPACADO Y ETIQUETADO,2026012,MOLINO Y TOSTADOR DE CAFE
ORGANIZADORES DE CONVENCIONES Y FERIAS COMERCIALES E INDUSTRIALES,9311036,CAMARAS INDUSTRIALES
OTROS SERVICIOS DE APOYO A LOS NEGOCIOS,,
MANEJO DE DESECHOS Y SERVICIOS DE REMEDIACION,3099042,INDUSTRIALIZACION DE BASURA
ESCUELAS DE EDUCACION PREESCOLAR,9506009,"ESTUDIANTE, DESEMPLEADO, JUBILADO, PENSIONADO, DISCAPACITADO (U.I.F)"
ESCUELAS DE EDUCACION PREESCOLAR,9115016,ESTABLECIMIENTOS PUBLICOS DE INSTRUCCION  EDUCACION SUBPROFESIONAL Y PROFESIONAL  CULTURA E INVESTIGACION
ESCUELAS DE EDUCACION PRIMARIA,9112012120,SERVICIOS DE ENSEÑANZA PREPRIMARIA Y PRIMARIA
ESCUELAS DE EDUCACION SECUNDARIA GENERAL,,
ESCUELAS DE EDUCACION SECUNDARIA TECNICA,9113010,SERVICIOS DE ENSEÑANZA SECUNDARIA
ESCUELAS DE EDUCACION MEDIA TECNICA TERMINAL,,
ESCUELAS DE EDUCACION MEDIA SUPERIOR,,
ESCUELAS QUE COMBINAN DIVERSOS NIVELES DE EDUCACION,9115016120,ESTABLECIMIENTOS PUBLICOS DE INSTRUCCION
ESCUELAS DE EDUCACION ESPECIAL,,
ESCUELAS DE EDUCACION POSTBACHILLERATO NO UNIVERSITARIA,,
ESCUELAS DE EDUCACION SUPERIOR,9119018,ESTABLECIMIENTOS PRIVADOS DE INSTRUCCION EDUCACION CULTURA E INVESTIGACION
ESCUELAS DE EDUCACION SUPERIOR,8414013250,SERVICIOS DE ASESORIA Y ESTUDIOS TECNICOS DE ARQUITECTURA E INGENIERIA; INCLUSO DISEÂ?O INDUSTRIAL
ESCUELAS COMERCIALES Y SECRETARIALES,,
ESCUELAS DE COMPUTACION,,
ESCUELAS PARA LA CAPACITACION DE EJECUTIVOS,,
ESCUELAS DE OFICIOS,,
ESCUELAS DE ARTE,9122011,SERVICIOS DE CAPACITACION TECNICA DE OFICIOS Y ARTESANIAS
ESCUELAS DE DEPORTE,,
ESCUELAS DE IDIOMAS,9121013,SERVICIOS DE ENSEÑANZA COMERCIAL Y DE IDIOMA
OTROS SERVICIOS EDUCATIVOS,,
SERVICIOS DE APOYO A LA EDUCACION,,
CONSULTORIOS MEDICOS,9212010261,SERVICIOS MEDICO GENERAL Y ESPECIALIZADO EN CONSULTORIOS (GOBIERNO)
CONSULTORIOS MEDICOS,9212010,SERVICIOS MEDICO GENERAL Y ESPECIALIZADO EN CONSULTORIOS
CONSULTORIOS MEDICOS,6231013170,COMPRA VENTA DE MEDICINAS
CONSULTORIOS DENTALES,9213018261,SERVICIOS DE CONSULTORIOS Y CLINICAS DENTALES (GOBIERNO)
CONSULTORIOS DENTALES,9213018,SERVICIOS DE CONSULTORIOS Y CLINICAS DENTALES
CONSULTORIOS DE QUIROPRACTICA,,
CONSULTORIOS DE OPTOMETRIA,,
CONSULTORIOS DE PSICOLOGIA,,
"CONSULTORIOS DE AUDIOLOGIA Y DE TERAPIA OCUPACIONAL, FISICA Y DEL LENGUAJE",9219016261,SERVICIOS DE FISIOTERAPIA
"CONSULTORIOS DE AUDIOLOGIA Y DE TERAPIA OCUPACIONAL, FISICA Y DEL LENGUAJE",9219016260,SERVICIOS DE FISIOTERAPIA
OTROS CONSULTORIOS PARA EL CUIDADO DE LA SALUD,,
CENTROS DE PLANIFICACION FAMILIAR,,
CENTROS DE ATENCION MEDICA EXTERNA PARA ENFERMOS MENTALES Y ADICTOS,,
OTROS CENTROS PARA LA ATENCION DE PACIENTES QUE NO REQUIEREN HOSPITALIZACION,,
LABORATORIOS MEDICOS Y DE DIAGNOSTICO,9215014261,SERVICIOS DE LABORATORIOS DE RADIOLOGIA Y RADIOSCOPIA (GOBIERNO)
LABORATORIOS MEDICOS Y DE DIAGNOSTICO,9215014,SERVICIOS DE LABORATORIOS DE RADIOLOGIA Y RADIOSCOPIA
LABORATORIOS MEDICOS Y DE DIAGNOSTICO,9214016261,LABORATORIOS DE ANALISIS CLINICOS (GOBIERNO)
LABORATORIOS MEDICOS Y DE DIAGNOSTICO,9214016,LABORATORIOS DE ANALISIS CLINICOS
LABORATORIOS MEDICOS Y DE DIAGNOSTICO,8821036,LABORATORIOS CINEMATOGRAFICOS
SERVICIOS DE ENFERMERIA A DOMICILIO,,
SERVICIOS DE AMBULANCIAS,,
"SERVICIOS DE BANCOS DE ORGANOS, DE BANCOS DE SANGRE Y OTROS SERVICIOS AUXILIARES AL TRATAMIENTO MEDICO",9231028,USUARIOS MENORES SERVICIOS MEDICOS
"SERVICIOS DE BANCOS DE ORGANOS, DE BANCOS DE SANGRE Y OTROS SERVICIOS AUXILIARES AL TRATAMIENTO MEDICO",6732011,COMPRAVENTA DE ARTICULOS MEDICOS
HOSPITALES GENERALES,9211012261,HOSPITALES
HOSPITALES GENERALES,9211012260,HOSPITALES
HOSPITALES GENERALES,9211012,HOSPITALES  SANATORIOS  CLINICAS Y MATERNIDADES
HOSPITALES PSIQUIATRICOS Y PARA EL TRATAMIENTO POR ABUSO DE SUBSTANCIAS,,
HOSPITALES DE OTRAS ESPECIALIDADES MEDICAS,,
"RESIDENCIAS CON CUIDADOS DE ENFERMERAS PARA ENFERMOS CONVALECIENTES, EN REHABILITACION, INCURABLES Y TERMINALES",,
RESIDENCIAS PARA EL CUIDADO DE PERSONAS CON PROBLEMAS DE RETARDO MENTAL,,
RESIDENCIAS PARA EL CUIDADO DE PERSONAS CON PROBLEMAS DE SALUD MENTAL Y ABUSO DE SUBSTANCIAS,,
ASILOS Y OTRAS RESIDENCIAS PARA EL CUIDADO DE ANCIANOS Y DISCAPACITADOS,,
ORFANATOS Y OTRAS RESIDENCIAS DE ASISTENCIA SOCIAL,,
SERVICIOS DE ORIENTACION Y TRABAJO SOCIAL PARA LA NIÑEZ Y LA JUVENTUD,,
CENTROS DE ATENCION Y CUIDADO DIURNO DE ANCIANOS Y DISCAPACITADOS,9221011261,CENTRO DE BENEFICENCIA (GOBIERNO)
CENTROS DE ATENCION Y CUIDADO DIURNO DE ANCIANOS Y DISCAPACITADOS,9221011,CENTRO DE BENEFICENCIA
OTROS SERVICIOS DE ORIENTACION Y TRABAJO SOCIAL,,
SERVICIOS DE ALIMENTACION COMUNITARIOS,,
REFUGIOS TEMPORALES COMUNITARIOS,,
SERVICIOS DE EMERGENCIA COMUNITARIOS,,
"SERVICIOS DE CAPACITACION PARA EL TRABAJO PARA PERSONAS DESEMPLEADAS, SUBEMPLEADAS O DISCAPACITADAS",,
GUARDERIAS,,
COMPAÑIAS DE TEATRO,8826010,TEATRO
COMPAÑIAS DE DANZA,9129017120,SERVICIOS DE ENSEÑANZA DE MUSICA DANZA Y OTRAS ARTES CULTURA FISICA MANEJO DE VEHICULOS Y OTROS ESPECIALES
CANTANTES Y GRUPOS MUSICALES,3941029,FABRICACION Y REPARACION DE INSTRUMENTOS MUSICALES
OTRAS COMPAÑIAS Y GRUPOS DE ESPECTACULOS ARTISTICOS,,
DEPORTISTAS Y EQUIPOS DEPORTIVOS PROFESIONALES Y SEMIPROFESIONALES,,
"PROMOTORES CON INSTALACIONES PARA LA PRESENTACION DE ESPECTACULOS ARTISTICOS, DEPORTIVOS Y SIMILARES",,
"PROMOTORES DE ESPECTACULOS ARTISTICOS, DEPORTIVOS Y SIMILARES QUE NO CUENTAN CON INSTALACIONES PARA PRESENTARLOS",8829056,PROMOCION DE ESPECTACULOS TAURINOS
"AGENTES Y REPRESENTANTES DE ARTISTAS, DEPORTISTAS Y SIMILARES",8426042,REPRESENTANTE CASAS NACIONALES
"AGENTES Y REPRESENTANTES DE ARTISTAS, DEPORTISTAS Y SIMILARES",8426034,REPRESENTANTE CASAS EXTRANJERAS
"AGENTES Y REPRESENTANTES DE ARTISTAS, DEPORTISTAS Y SIMILARES",8426026,REPRESENTACION DE ARTISTAS
ARTISTAS Y TECNICOS INDEPENDIENTES,,
MUSEOS,8832017,GALERIAS DE ARTES GRAFICAS Y MUSEOS
SITIOS HISTORICOS,,
JARDINES BOTANICOS Y ZOOLOGICOS,,
"GRUTAS, PARQUES NATURALES Y OTROS SITIOS DEL PATRIMONIO NACIONAL",,
PARQUES CON INSTALACIONES RECREATIVAS,,
CASAS DE JUEGOS ELECTRONICOS,,
CASINOS,,
LOTERIAS Y OTROS JUEGOS DE AZAR,8839013,JUEGOS DE FERIA
LOTERIAS Y OTROS JUEGOS DE AZAR,6992011,AGENCIAS DE RIFAS Y SORTEOS (QUINIELAS Y LOTERIA)
CAMPOS DE GOLF,,
PISTAS PARA ESQUIAR,,
MARINAS TURISTICAS,1511014,EXPLOTACION DE SAL MARINA Y DE YACIMIENTOS
"CLUBES DEPORTIVOS, BALNEARIOS Y CENTROS DE ACONDICIONAMIENTO FISICO",8833015,FEDERACIONES Y ASOCIACIONES DEPORTIVAS Y OTRAS CON FINES RECREATIVOS
"CLUBES DEPORTIVOS, BALNEARIOS Y CENTROS DE ACONDICIONAMIENTO FISICO",8829022,HIPODROMO
"CLUBES DEPORTIVOS, BALNEARIOS Y CENTROS DE ACONDICIONAMIENTO FISICO",8827018,ACTIVIDADES DE CLUBES DEPORTIVOS PROFESIONALES
"CLUBES DEPORTIVOS, BALNEARIOS Y CENTROS DE ACONDICIONAMIENTO FISICO",8814015,CENTRO DEPORTIVO
"CLUBES DEPORTIVOS, BALNEARIOS Y CENTROS DE ACONDICIONAMIENTO FISICO",8811011,SERVICIOS EN BALNEARIOS Y ALBERCAS
BOLICHES,8812027,SALON DE BOLICHE
OTROS SERVICIOS RECREATIVOS,8829030,PLAZA DE TOROS
OTROS SERVICIOS RECREATIVOS,8823016,SALA DE CINE
OTROS SERVICIOS RECREATIVOS,8812019,SALON DE BILLAR
"HOTELES Y MOTELES, EXCEPTO HOTELES CON CASINO",8612013,SERVICIOS DE ALOJAMIENTO EN MOTELES
"HOTELES Y MOTELES, EXCEPTO HOTELES CON CASINO",8611015,HOTEL
HOTELES CON CASINO,,
"CABAÑAS, VILLAS Y SIMILARES",,
CAMPAMENTOS Y ALBERGUES RECREATIVOS,,
"PENSIONES Y CASAS DE HUESPEDES, Y DEPARTAMENTOS Y CASAS AMUEBLADOS CON SERVICIOS DE HOTELERIA",8619019,CASA DE HUESPEDES
RESTAURANTES CON SERVICIO DE MESEROS,8711021,RESTAURANTE
RESTAURANTES DE AUTOSERVICIO Y DE COMIDA PARA LLEVAR,8719017,SERVICIOS EN MERENDEROS CENADURIAS Y PREPARACION DE ANTOJITOS Y PLATILLOS REGIONALES
RESTAURANTES DE AUTOSERVICIO Y DE COMIDA PARA LLEVAR,8712011120,SERVICIOS DE ALIMENTOS EN LONCHERIAS TAQUERIAS Y TORTERIAS
SERVICIOS DE COMEDOR PARA EMPRESAS E INSTITUCIONES,,
SERVICIOS DE PREPARACION DE ALIMENTOS PARA OCASIONES ESPECIALES,,
SERVICIOS DE PREPARACION DE ALIMENTOS EN UNIDADES MOVILES,,
"CENTROS NOCTURNOS, BARES, CANTINAS Y SIMILARES",8831019,CENTRO NOCTURNO
"CENTROS NOCTURNOS, BARES, CANTINAS Y SIMILARES",8813017,CLUB SOCIAL
"CENTROS NOCTURNOS, BARES, CANTINAS Y SIMILARES",8722010,CERVECERIA
"CENTROS NOCTURNOS, BARES, CANTINAS Y SIMILARES",8721012,BARES Y CANTINAS
SERVICIOS DE PREPARACION DE ALIMENTOS Y BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,2131035,FABRICACION DE REFRESCOS DE FRUTAS NATURALES
SERVICIOS DE PREPARACION DE ALIMENTOS Y BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,2131027,FABRICACION DE BEBIDAS GASEOSAS
SERVICIOS DE PREPARACION DE ALIMENTOS Y BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,2122018,FABRICACION DE CERVEZA
SERVICIOS DE PREPARACION DE ALIMENTOS Y BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,2121010,FABRICACION DE MALTA
SERVICIOS DE PREPARACION DE ALIMENTOS Y BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,2119015,FABRICACION DE SIDRA  CHAMPAÑA Y OTRAS BEBIDAS FERMENTADAS  EXCEPTO LAS MALTEADAS
SERVICIOS DE PREPARACION DE ALIMENTOS Y BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,2115013,ELABORACION DE PULQUE
SERVICIOS DE PREPARACION DE ALIMENTOS Y BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,2114023,FABRICACION DE VINOS Y OTROS LICORES
SERVICIOS DE PREPARACION DE ALIMENTOS Y BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,2114015,FABRICACION DE OTROS AGUARDIENTES NO DE CAÑA
SERVICIOS DE PREPARACION DE ALIMENTOS Y BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,2113017,FABRICACION DE SOTOL
SERVICIOS DE PREPARACION DE ALIMENTOS Y BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,2112019,FABRICACION DE AGUARDIENTE DE CAÑA
SERVICIOS DE PREPARACION DE ALIMENTOS Y BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,2111011,FABRICACION DE TEQUILA Y MEZCAL
REPARACION MECANICA Y ELECTRICA DE AUTOMOVILES Y CAMIONES,8911019,TALLER DE REPARACION GENERAL DE AUTOMOVILES Y CAMIONES
"HOJALATERIA, TAPICERIA Y OTRAS REPARACIONES A LA CARROCERIA DE AUTOMOVILES Y CAMIONES",,
OTROS SERVICIOS DE REPARACION Y MANTENIMIENTO DE AUTOMOVILES Y CAMIONES,8919013,SERVICIO DE REPARACION DE VEHICULOS DE TRACCION ANIMAL Y PROPULSION A MANO
OTROS SERVICIOS DE REPARACION Y MANTENIMIENTO DE AUTOMOVILES Y CAMIONES,8914013060,SERVICIOS DE REPARACION DE CARROCERIAS PINTURA TAPICERIA HOJALATERIAY CRISTALES DE AUTOMOVILES
OTROS SERVICIOS DE REPARACION Y MANTENIMIENTO DE AUTOMOVILES Y CAMIONES,3611010,FABRICACION ENSAMBLE Y REPARACION DE VEHICULOS DE USO AGROPECUARIO
REPARACION Y MANTENIMIENTO DE EQUIPO ELECTRONICO Y DE EQUIPO DE PRECISION,8922016,TALLER DE REPARACION DE APARATOS ELECTRICOS Y ELECTRONICOS INDUSTRIALES Y COMERCIALES
"REPARACION Y MANTENIMIENTO DE MAQUINARIA Y EQUIPO AGROPECUARIO, INDUSTRIAL, COMERCIAL Y DE SERVICIOS",8427016,SERVICIOS DE INSTALACION Y MANTENIMIENTO DE MAQUINARIA Y EQUIPO POR EMPRESAS ESPECIALIZADAS
"REPARACION Y MANTENIMIENTO DE MAQUINARIA Y EQUIPO AGROPECUARIO, INDUSTRIAL, COMERCIAL Y DE SERVICIOS",3999903060,EMPLEADO DEL SECTOR INDUSTRIAL
REPARACION Y MANTENIMIENTO DE APARATOS ELECTRICOS PARA EL HOGAR Y PERSONALES,8922024,TALLER DE REPARACION DE ARTICULOS ELECTRICOS Y ELECTRONICOS PARA EL HOGAR
REPARACION Y MANTENIMIENTO DE APARATOS ELECTRICOS PARA EL HOGAR Y PERSONALES,6628012170,COMPRA VENTA DE MATERIAL PARA INSTALACIONES ELECTRICAS Y DE SONIDO
REPARACION Y MANTENIMIENTO DE APARATOS ELECTRICOS PARA EL HOGAR Y PERSONALES,6314017170,COMPRA VENTA DE REFACCIONES Y ACCESORIOS DE MAQUINAS APARATOS E INSTRUMENTOS PARA EL HOGAR
REPARACION DE TAPICERIA DE MUEBLES PARA EL HOGAR,4291019,SERVICIOS DE PINTADO Y TAPIZADO DE INMUEBLES
REPARACION DE CALZADO Y OTROS ARTICULOS DE PIEL Y CUERO,8921018,TALLER DE REPARACION DE CALZADO
REPARACION Y MANTENIMIENTO DE OTROS ARTICULOS PARA EL HOGAR Y PERSONALES,8929012,TALLER DE REPARACION DE PARAGUAS Y SOMBRILLAS
REPARACION Y MANTENIMIENTO DE OTROS ARTICULOS PARA EL HOGAR Y PERSONALES,8923014,SERVICIOS DE REPARACION DE RELOJES Y JOYAS
REPARACION Y MANTENIMIENTO DE OTROS ARTICULOS PARA EL HOGAR Y PERSONALES,4221016,TALLER DE PLOMERIA
REPARACION Y MANTENIMIENTO DE OTROS ARTICULOS PARA EL HOGAR Y PERSONALES,3595058,TALLER DE ESMALTADO
REPARACION Y MANTENIMIENTO DE OTROS ARTICULOS PARA EL HOGAR Y PERSONALES,3095024,FABRICACION DE VELAS VELADORAS Y CIRIOS
REPARACION Y MANTENIMIENTO DE OTROS ARTICULOS PARA EL HOGAR Y PERSONALES,3095016,FABRICACION DE OTROS ARTICULOS DE CERA
REPARACION Y MANTENIMIENTO DE OTROS ARTICULOS PARA EL HOGAR Y PERSONALES,3094018,FABRICACION DE CERILLOS Y FOSFOROS
SALONES Y CLINICAS DE BELLEZA Y PELUQUERIAS,8933013,SALON DE BELLEZA
SALONES Y CLINICAS DE BELLEZA Y PELUQUERIAS,8932015,BARBERIA Y PELUQUERIA
BAÑOS PUBLICOS,,
SANITARIOS PUBLICOS Y BOLERIAS,8939011250,SERVICIOS DE BOLERIAS
SANITARIOS PUBLICOS Y BOLERIAS,8931017,BAÑOS
LAVANDERIAS Y TINTORERIAS,8934029,TINTORERIA Y PLANCHADURIA
LAVANDERIAS Y TINTORERIAS,8934011,LAVANDERIA
SERVICIOS FUNERARIOS,,
ADMINISTRACION DE CEMENTERIOS,8944010,PANTEON
ESTACIONAMIENTOS Y PENSIONES PARA AUTOMOVILES,8916027,ESTACIONAMIENTO PUBLICO PARA VEHICULOS
ESTACIONAMIENTOS Y PENSIONES PARA AUTOMOVILES,8916019,ESTACIONAMIENTO PRIVADO PARA VEHICULOS
ESTACIONAMIENTOS Y PENSIONES PARA AUTOMOVILES,8915011,SERVICIOS DE LAVADO Y LUBRICACION DE AUTOMOVILES
SERVICIOS DE REVELADO DE FOTOGRAFIAS,,
OTROS SERVICIOS PERSONALES,9999999999,NO ESPECIFICADO
OTROS SERVICIOS PERSONALES,9999999,NO CLASIFICADA
OTROS SERVICIOS PERSONALES,9900003,SERVICIOS DE ORGANIZACIONES INTERNACIONALES Y OTROS ORGANISMOS EXTRATERRITORIALES (U.I.F)
OTROS SERVICIOS PERSONALES,9505001,VENTA DE TARJETAS TELEFONICAS PREPAGADAS (U.I.F)
OTROS SERVICIOS PERSONALES,9504003,NEGOCIOS RELACIONADOS CON INTERNET (U.I.F)
OTROS SERVICIOS PERSONALES,9502007,EMPLEADO DEL SECTOR PUBLICO  (U.I.F)
OTROS SERVICIOS PERSONALES,9501009,EMPLEADO DEL SECTOR PRIVADO (U.I.F)
OTROS SERVICIOS PERSONALES,9411998,EMPLEADO PUBLICO  
OTROS SERVICIOS PERSONALES,9411919,CARTERA DE GOBIERNO ESTATAL Y MUNICIPAL DE ESTADOS
OTROS SERVICIOS PERSONALES,9411901,USUARIOS MENORES GOBIERNO ESTATAL Y MUNICIPAL
OTROS SERVICIOS PERSONALES,9411894,CARTERA DE GOBIERNO FEDERAL DE ESTADOS ANALITICOS
OTROS SERVICIOS PERSONALES,9411886,USUARIOS MENORES GOBIERNO FEDERAL
OTROS SERVICIOS PERSONALES,9400003,"SERVICIOS DE ADMINISTRACIÓN PÚBLICA, DEFENSA Y SEGURIDAD SOCIAL"
OTROS SERVICIOS PERSONALES,9300005,"AGRUPACIONES MERCANTILES, PROFESIONALES, CÍVICAS, POLÍTICAS, LABORALES Y RELIGIOSAS"
OTROS SERVICIOS PERSONALES,9200007,"SERVICIOS MÉDICOS, DE ASISTENCIA SOCIAL Y VETERINARIOS"
OTROS SERVICIOS PERSONALES,9112012,SERVICIOS DE ENSEÑANZA PRERRIMARIA Y PRIMARIA
OTROS SERVICIOS PERSONALES,9100009,"SERVICIOS DE ENSEÑANZA, INVESTIGACIÓN CIENTÍFICA Y DIFUSIÓN CULTURAL"
OTROS SERVICIOS PERSONALES,8949911,CARTERA DE SERVICIOS DE ESTADOS ANALITICOS
OTROS SERVICIOS PERSONALES,8949903,USUARIOS MENORES DE SERVICIOS
OTROS SERVICIOS PERSONALES,8949888162,ESTUDIANTE
OTROS SERVICIOS PERSONALES,8944098,EMPLEADO PRIVADO
OTROS SERVICIOS PERSONALES,8944028,USUARIOS MENORES SERVICIOS PROFESIONALES Y TECNICOS
OTROS SERVICIOS PERSONALES,8939011,SERVICIOS DE BOLERIAS  MASAJISTAS  SANITARIOS PUBLICOS Y OTROS SERVICIOS DE ASEO Y LIMPIEZA
OTROS SERVICIOS PERSONALES,8936017,SERVICIOS DE FUMIGACION  DESINFECCION Y CONTROL DE PLAGAS
OTROS SERVICIOS PERSONALES,8914013,SERVICIOS DE REPARACION DE CARROCERIAS PINTURA TAPICERIA HOJALATERIA Y CRISTALES DE AUTOMOVILES
OTROS SERVICIOS PERSONALES,8900004,"SERVICIOS PERSONALES, PARA EL HOGAR Y DIVERSOS"
OTROS SERVICIOS PERSONALES,8839914,CARTERA DE SERVICIOS DE ESPARCIMIENTO DE ESTADOS A
OTROS SERVICIOS PERSONALES,8839906,USUARIOS MENORES CINEMATOGRAFIA Y ESPARCIMIENTO
